,Unnamed: 0,Question_url,Question,Followers,Last_followed_date,Views,answers,merged
136,68,https://www.quora.com/Why-doesn-t-Apple-Amazon-or-Google-buy-out-Netflix,"Why doesn’t Apple, Amazon or Google buy out Netflix?",13,2020-06-21,276500.0,11,0
137,465,https://www.quora.com/unanswered/How-do-I-use-all-of-Microsoft-employees-perks-and-benefits-to-completely,How do I use all of Microsoft employees perks and benefits to completely?,12,2020-09-13,3200.0,0,0
138,216,https://www.quora.com/Why-arent-Larry-Page-and-Sergey-Brin-as-famous-as-Bill-Gates-Steve-Jobs-or-Elon-Musk,"Why aren't Larry Page and Sergey Brin as famous as Bill Gates, Steve Jobs or Elon Musk?",12,2016-10-27,5900.0,1,0
139,326,https://www.quora.com/Has-Jeff-Bezos-gotten-divorced,Has Jeff Bezos gotten divorced?,12,2019-01-14,2700.0,1,9
140,409,https://www.quora.com/What-are-the-salary-levels-at-Apple,What are the salary levels at Apple?,12,2016-07-30,9200.0,1,0
141,417,https://www.quora.com/Where-should-I-start-working-Apple-or-Google,"Where should I start working, Apple or Google?",12,2018-06-13,2400.0,1,0
142,228,https://www.quora.com/Why-is-Larry-Page-not-famous-as-Mark-Zuckerberg-or-Elon-Musk,Why is Larry Page not famous as Mark Zuckerberg or Elon Musk?,12,2019-07-20,4800.0,2,0
143,379,https://www.quora.com/Does-any-employee-from-Microsoft-India-switch-to-Google-India-or-vice-versa-What-are-the-difficulties-in-doing-so,Does any employee from Microsoft India switch to Google India or vice-versa? What are the difficulties in doing so?,12,2014-11-11,5900.0,2,0
144,17,https://www.quora.com/Which-of-the-Big-4-tech-firms-Amazon-Google-Microsoft-Apple-is-best-positioned-for-the-future,"Which of the Big 4 tech firms (Amazon, Google, Microsoft, Apple) is best positioned for the future?",12,2020-06-05,138800.0,4,0
145,397,https://www.quora.com/Who-is-the-best-employer-Google-Microsoft-or-Amazon,"Who is the best employer: Google, Microsoft or Amazon?",12,2022-08-07,325600.0,5,0
146,500,https://www.quora.com/I-received-an-offer-for-G11-at-Cisco-the-salary-is-lower-than-my-current-FANG-salary-how-do-I-negotiate,"I received an offer for G11 at Cisco, the salary is lower than my current FANG salary, how do I negotiate?",12,2022-06-12,1400000.0,7,0
147,131,https://www.quora.com/Why-are-people-already-upset-with-Amazons-The-Rings-of-Power,Why are people already upset with Amazon's The Rings of Power?,12,2022-09-21,317900.0,41,0
148,503,https://www.quora.com/unanswered/Why-is-Cisco-laying-off-5500-employees-this-year-Where-is-Cisco-headed,Why is Cisco laying off 5500 employees this year? Where is Cisco headed?,11,2016-08-19,3100.0,0,0
149,27,https://www.quora.com/Why-has-Google-fallen-well-behind-rivals-Amazon-and-Microsoft-in-cloud-leadership,Why has Google fallen well behind rivals Amazon and Microsoft in cloud leadership?,11,2019-06-13,66400.0,3,0
150,370,https://www.quora.com/I-earn-250-000-per-annum-at-Google-How-much-should-I-expect-from-Facebook,"I earn $250,000 per annum at Google. How much should I expect from Facebook?",11,2017-06-19,44600.0,3,0
151,385,https://www.quora.com/Between-Google-and-Facebook-which-company-would-you-join,"Between Google and Facebook, which company would you join?",11,2019-11-14,5100.0,3,6
152,391,https://www.quora.com/Why-are-salary-levels-at-Amazon-and-Google-so-much-higher-than-Apple-and-Facebook,Why are salary levels at Amazon and Google so much higher than Apple and Facebook?,11,2022-02-07,105800.0,3,0
153,619,https://www.quora.com/Will-Google-dominate-the-artificial-intelligence-AI-in-the-future-If-yes-why-do-you-think-so,Will Google dominate the artificial intelligence (AI) in the future? If yes why do you think so?,11,2018-12-02,4000.0,3,0
154,44,https://www.quora.com/What-is-the-point-of-a-startup-if-big-companies-like-Google-and-Amazon-can-copy-it-and-beat-someone-in-their-own-game,What is the point of a startup if big companies like Google and Amazon can copy it and beat someone in their own game?,11,2018-01-02,14600.0,5,0
155,598,https://www.quora.com/What-are-some-great-examples-of-artificial-intelligence-that-exist-and-what-are-they-now-called,"What are some great examples of artificial intelligence that exist, and what are they now called?",11,2017-01-12,7100.0,6,0
156,15,https://www.quora.com/What-does-Amazon-do-with-all-the-unsold-stuff,What does Amazon do with all the unsold stuff?,11,2022-01-31,921100.0,12,2
157,274,https://www.quora.com/How-do-you-feel-about-Jeff-Bezos-and-his-wife-divorcing-after-25-years-of-marriage,How do you feel about Jeff Bezos and his wife divorcing after 25 years of marriage?,11,2020-02-14,27700.0,12,2
158,11,https://www.quora.com/What-will-happen-if-I-exclude-top-giants-like-Google-Amazon-Microsoft-Apple-and-Facebook-from-my-daily-life,"What will happen if I exclude top giants like Google, Amazon, Microsoft, Apple, and Facebook from my daily life?",11,2020-04-11,49200.0,15,2
159,375,https://www.quora.com/If-you-get-a-job-offer-from-Facebook-Amazon-and-Google-which-one-would-you-choose,"If you get a job offer from Facebook, Amazon and Google, which one would you choose?",11,2022-01-11,232000.0,40,0
160,0,https://www.quora.com/Why-do-companies-so-often-ship-a-small-item-in-a-huge-cardboard-box,Why do companies so often ship a small item in a huge cardboard box?,11,2022-06-30,232700.0,100,0
161,384,https://www.quora.com/unanswered/What-is-the-monthly-salary-of-employee-working-in-Google-India,What is the monthly salary of employee working in Google (India)?,10,2016-02-12,9200.0,0,0
162,50,https://www.quora.com/Is-Google-still-an-exceptional-place-to-work-or-has-it-transformed-into-just-another-big-corporate-environment-like-Microsoft-Amazon-and-IBM,"Is Google still an exceptional place to work or has it transformed into just another big corporate environment like Microsoft, Amazon, and IBM?",10,2019-12-28,72200.0,9,0
163,59,https://www.quora.com/I-am-writing-a-book-almost-done-and-I-plan-on-publishing-on-Amazon-Im-scared-I-wont-make-sales-since-it-s-my-first-time-publishing-What-should-I-do,"I am writing a book, almost done and I plan on publishing on Amazon. I'm scared I won't make sales since it’s my first time publishing. What should I do?",10,2022-05-14,334900.0,45,0
164,14,https://www.quora.com/If-Jeff-Bezos-gave-you-a-billion-and-told-you-to-not-spend-a-penny-for-one-year-to-get-a-total-of-10-billion-would-you-listen,"If Jeff Bezos gave you a billion and told you to not spend a penny for one year to get a total of 10 billion, would you listen?",10,2020-12-17,761000.0,100,0
165,306,https://www.quora.com/unanswered/Will-Jeff-Bezoss-wife-become-one-of-the-richest-people-in-the-world-after-their-divorce,Will Jeff Bezos's wife become one of the richest people in the world after their divorce?,9,2019-01-13,1400.0,0,0
166,383,https://www.quora.com/unanswered/How-many-employees-does-Microsoft-have-in-India,How many employees does Microsoft have in India?,9,2019-01-30,3900.0,0,0
167,404,https://www.quora.com/unanswered/How-are-the-cultures-of-Microsoft-Apple-Google-like-How-do-they-differ,"How are the cultures of Microsoft, Apple & Google like? How do they differ?",9,2018-04-28,1200.0,0,0
168,440,https://www.quora.com/What-is-your-salary-in-hand-if-you-work-for-Apple-in-Hyderabad-India-for-a-package-23-LPA,"What is your salary in hand if you work for Apple in Hyderabad, India for a package 23 LPA?",9,2020-09-21,15700.0,1,0
169,366,https://www.quora.com/If-you-have-to-choose-either-work-as-a-programmer-in-Google-or-Microsoft-What-will-be-your-choice,If you have to choose either work as a programmer in Google or Microsoft? What will be your choice?,9,2017-11-03,4900.0,2,0
170,484,https://www.quora.com/What-is-the-difference-between-Microsoft-IDC-and-Microsoft-IT,What is the difference between Microsoft IDC and Microsoft IT?,9,2019-08-25,19600.0,3,0
171,275,https://www.quora.com/Why-is-Amazon-CEO-Jeff-Bezos-divorcing-his-wife-Mackenzie-Bezos-Did-they-have-pre-nuptial-agreements-in-the-event-of-their-divorce,Why is Amazon CEO Jeff Bezos divorcing his wife Mackenzie Bezos? Did they have pre-nuptial agreements in the event of their divorce?,9,2020-09-04,13000.0,4,2
172,568,https://www.quora.com/Is-Google-fading-as-the-star-technology-company-as-old-names-like-Microsoft-and-Amazon-have-had-much-more-success-in-cloud-computing-and-now-have-larger-market-values,Is Google fading as the star technology company as old names like Microsoft and Amazon have had much more success in cloud computing and now have larger market values?,9,2019-07-18,1400.0,4,0
173,475,https://www.quora.com/What-is-the-dark-side-of-working-at-Google,What is the dark side of working at Google?,9,2022-07-15,7600.0,5,2
174,170,https://www.quora.com/What-did-Terry-Pratchett-mean-when-the-lady-says-Everyone-has-gods-You-just-dont-think-theyre-gods-in-The-Color-of-Magic-Discworld-1,"What did Terry Pratchett mean when the lady says, ""Everyone has gods. You just don't think they're gods."" in 'The Color of Magic' (Discworld 1)?",9,2020-01-09,7500.0,6,0
175,491,https://www.quora.com/Among-Google-Apple-Facebook-Amazon-and-Microsoft-which-company-is-the-most-powerful-today,"Among Google, Apple, Facebook, Amazon and Microsoft, which company is the most powerful today?",9,2020-11-04,8100.0,6,0
176,57,https://www.quora.com/Will-the-Amazon-minimum-wage-increase-affect-its-growth,Will the Amazon minimum wage increase affect its growth?,9,2020-04-11,89300.0,7,0
177,18,https://www.quora.com/What-is-the-controversy-surrounding-Amazon-New-York-and-tax-breaks,"What is the controversy surrounding Amazon, New York, and tax breaks?",9,2019-02-22,89100.0,9,0
178,41,https://www.quora.com/Why-do-I-occasionally-find-ridiculously-high-prices-listed-for-mundane-items-offered-on-Amazon-com-such-as-an-ordinary-mouse-pad-for-129-999,"Why do I occasionally find ridiculously high prices listed for mundane items offered on Amazon.com, such as an ordinary mouse pad for $129,999?",9,2022-08-29,88400.0,11,0
179,148,https://www.quora.com/Why-do-people-hate-the-Good-Omens-TV-show,Why do people hate the “Good Omens” TV show?,9,2020-05-03,30000.0,12,2
180,77,https://www.quora.com/How-is-Costco-able-to-not-only-compete-against-Amazon-but-also-thrive-What-does-Costco-have-that-Amazon-doesnt,How is Costco able to not only compete against Amazon but also thrive? What does Costco have that Amazon doesn't?,9,2019-10-27,104200.0,14,0
181,71,https://www.quora.com/Bernie-Sanders-said-that-if-you-paid-the-119-annual-fee-to-become-an-Amazon-Prime-member-you-paid-more-to-Amazon-than-it-paid-in-taxes-Is-he-right,"Bernie Sanders said that if you paid the $119 annual fee to become an Amazon Prime member, you paid more to Amazon than it paid in taxes. Is he right?",9,2019-05-26,93700.0,16,0
182,445,https://www.quora.com/Is-25-lpa-a-good-salary-in-Hyderabad,Is 25 lpa a good salary in Hyderabad?,9,2020-11-05,82200.0,16,0
183,144,https://www.quora.com/Where-did-The-Wheel-of-Time-series-go-wrong,Where did The Wheel of Time series go wrong?,9,2022-04-19,71900.0,37,0
184,248,https://www.quora.com/unanswered/What-is-Sergey-Brins-operational-title-at-Google,What is Sergey Brin's operational title at Google?,8,2014-11-20,4800.0,0,0
185,413,https://www.quora.com/unanswered/What-is-it-like-to-work-for-Apple-after-working-at-Google,What is it like to work for Apple after working at Google?,8,2016-08-21,4200.0,0,0
186,443,https://www.quora.com/unanswered/What-is-a-salary-of-Apple-software-engineer-in-India,What is a salary of Apple software engineer in India?,8,2020-11-25,2300.0,0,0
187,279,https://www.quora.com/Is-Jeff-Bezos-divorce-really-amicable-or-are-they-just-showing-the-amicable-side-to-us,Is Jeff Bezos divorce really amicable or are they just showing the “amicable” side to us?,8,2019-01-12,36000.0,2,0
188,360,https://www.quora.com/Should-I-take-a-job-as-an-SDE-at-Amazon-or-at-Microsoft,Should I take a job as an SDE at Amazon or at Microsoft?,8,2021-11-16,13500.0,2,0
189,545,https://www.quora.com/How-is-AI-used-by-oil-companies,How is AI used by oil companies?,8,2017-10-23,3400.0,2,3
190,634,https://www.quora.com/In-10-years-what-company-do-you-think-will-be-the-leader-in-artificial-intelligence,"In 10 years, what company do you think will be the leader in artificial intelligence?",8,2018-08-14,2800.0,2,0
191,365,https://www.quora.com/Is-it-easier-to-advance-in-your-career-at-Google-or-Microsoft,Is it easier to advance in your career at Google or Microsoft?,8,2021-10-07,79900.0,3,0
192,357,https://www.quora.com/Why-would-anyone-change-from-working-at-Microsoft-to-working-at-Google-and-vice-versa,Why would anyone change from working at Microsoft to working at Google and vice versa?,8,2020-10-20,110100.0,4,0
193,7,https://www.quora.com/Could-tech-giants-like-Google-Facebook-Amazon-Microsoft-Adobe-Oracle-etc-adopt-and-rebuild-one-of-the-poor-towns-in-the-US-into-the-new-Silicon-Valley-If-not-then-why-not-If-yes-then-how-could-they-do-it,"Could tech giants like Google, Facebook, Amazon, Microsoft, Adobe, Oracle, etc., adopt and rebuild one of the poor towns in the US into the new Silicon Valley? If not, then why not? If yes, then how could they do it?",8,2018-03-06,16300.0,6,0
194,9,https://www.quora.com/Where-do-you-see-Google-Amazon-and-Microsoft-5-years-from-now-in-the-military-business-because-of-artificial-intelligence-projects,"Where do you see Google, Amazon, and Microsoft 5 years from now in the military business because of artificial intelligence projects?",8,2020-03-16,66100.0,6,0
195,32,https://www.quora.com/Im-switching-from-Amazon-to-Microsoft-in-Bangalore-on-the-same-base-package-I-m-an-SDE-2-at-Amazon-and-Microsoft-is-offering-the-same-base-pay-should-I-join-Microsoft,"I'm switching from Amazon to Microsoft in Bangalore on the same base package. I’m an SDE-2 at Amazon and Microsoft is offering the same base pay, should I join Microsoft?",8,2022-05-13,834700.0,6,0
196,145,https://www.quora.com/Did-Robert-Jordan-make-a-mistake-in-The-Wheel-Of-Time-series-by-opening-up-way-too-many-plot-lines-which-caused-the-story-to-creep-along-too-slowly,"Did Robert Jordan make a mistake in The Wheel Of Time series by opening up way too many plot lines, which caused the story to creep along too slowly?",8,2022-04-19,38600.0,17,0
197,245,https://www.quora.com/unanswered/How-did-Sergey-Brin-get-to-keep-his-job-after-having-an-affair-with-a-Google-employee,How did Sergey Brin get to keep his job after having an affair with a Google employee?,7,2019-01-26,929.0,0,0
198,309,https://www.quora.com/unanswered/If-Jeff-Bezos-of-Amazon-was-happily-married-why-would-he-divorce-his-wife,"If Jeff Bezos of Amazon was happily married, why would he divorce his wife?",7,2019-01-10,672.0,0,0
199,371,https://www.quora.com/unanswered/What-is-the-salary-of-a-Google-senior-fellow-or-Google-fellow,What is the salary of a Google senior fellow or Google fellow?,7,2017-06-02,1600.0,0,0
200,393,https://www.quora.com/unanswered/Who-pays-more-on-a-2-side-level-Amazon-Facebook-or-Google,"Who pays more on a 2 side level: Amazon, Facebook or Google?",7,2017-04-18,121.0,0,0
201,422,https://www.quora.com/unanswered/Which-technology-companies-have-the-hardest-interviews,Which technology companies have the hardest interviews?,7,2015-08-20,2400.0,0,0
202,441,https://www.quora.com/unanswered/Whats-the-salary-structure-at-Apple-India-for-the-manager-level-with-8-years-of-experience,What's the salary structure at Apple India for the manager level with 8+ years of experience?,7,2018-08-04,2400.0,0,0
203,469,https://www.quora.com/unanswered/What-is-the-salary-paid-by-Microsoft,What is the salary paid by Microsoft?,7,2014-10-14,2200.0,0,0
204,471,https://www.quora.com/unanswered/Is-Microsoft-IT-India-a-good-place-to-work-for,Is Microsoft IT (India) a good place to work for?,7,2017-02-08,2400.0,0,0
205,543,https://www.quora.com/unanswered/How-could-AI-help-the-oil-and-gas-industry,How could AI help the oil and gas industry?,7,2020-11-18,654.0,0,0
206,479,https://www.quora.com/What-does-Microsofts-IDC-new-hire-kit-typically-contain,What does Microsoft's IDC new hire kit typically contain?,7,2022-03-06,325100.0,1,0
207,400,https://www.quora.com/Would-you-leave-Amazon-for-Google,Would you leave Amazon for Google?,7,2017-11-25,9800.0,3,0
208,304,https://www.quora.com/Why-is-Jeff-Bezoss-wife-still-getting-divorce-from-him-after-being-the-worlds-richest-man,Why is Jeff Bezos's wife still getting divorce from him after being the world's richest man?,7,2019-01-12,17300.0,4,0
209,25,https://www.quora.com/What-makes-Amazon-pay-less-taxes,What makes Amazon pay less taxes?,7,2018-01-06,23300.0,5,0
210,288,https://www.quora.com/Why-did-MacKenzie-Bezos-only-get-25-of-her-and-Jeff-Bezos-assets-from-the-divorce,Why did MacKenzie Bezos only get 25% of her and Jeff Bezos' assets from the divorce?,7,2020-07-30,29600.0,5,0
211,183,https://www.quora.com/What-is-Neil-Gaiman-like-in-person,What is Neil Gaiman like in person?,7,2021-06-23,13100.0,6,0
212,287,https://www.quora.com/Did-Jeff-Bezos-screw-up-by-having-his-affair,Did Jeff Bezos screw up by having his affair?,7,2019-04-05,30400.0,7,0
213,31,https://www.quora.com/What-happens-if-you-make-a-claim-to-Amazon-that-a-package-did-not-arrive,What happens if you make a claim to Amazon that a package did not arrive?,7,2022-08-14,567100.0,87,0
214,226,https://www.quora.com/unanswered/Why-isnt%E2%80%8B-Larry-Page-as-famous-as-Bill-Gates-Steve-Jobs-or-Mark-Zuckerberg,"Why isn't​ Larry Page as famous as Bill Gates, Steve Jobs or Mark Zuckerberg?",6,2017-07-23,1100.0,0,0
215,340,https://www.quora.com/unanswered/Who-is-Jeff-Bezos-ex-wife-and-how-rich-is-she-now-after-a-divorce,"Who is Jeff Bezos’ ex-wife, and how rich is she now after a divorce?",6,2019-10-19,489.0,0,0
216,428,https://www.quora.com/unanswered/Is-it-possible-to-intern-at-Netflix,Is it possible to intern at Netflix?,6,2020-08-11,5200.0,0,0
217,553,https://www.quora.com/unanswered/Are-Google-and-Amazon-now-involved-in-the-oil-business,Are Google and Amazon now involved in the oil business?,6,2020-01-04,969.0,0,3
218,617,https://www.quora.com/unanswered/How-does-Google-aim-to-dominate-artificial-intelligence,How does Google aim to dominate artificial intelligence?,6,2020-02-04,8100.0,0,0
219,246,https://www.quora.com/What-is-the-role-of-Sergey-Brin-in-Google,What is the role of Sergey Brin in Google?,6,2016-07-04,3400.0,1,0
220,433,https://www.quora.com/What-is-it-like-to-intern-at-Netflix,What is it like to intern at Netflix?,6,2020-05-18,2100.0,1,0
221,474,https://www.quora.com/How-is-work-life-at-Microsoft-India,How is work life at Microsoft India?,6,2021-06-30,19600.0,1,0
222,638,https://www.quora.com/What-area-will-be-most-affected-by-artificial-intelligence-in-10-years,What area will be most affected by artificial intelligence in 10 years?,6,2018-07-09,1400.0,2,0
223,639,https://www.quora.com/What-company-is-likely-to-release-a-machine-with-artificial-general-intelligence-in-the-next-20-years,What company is likely to release a machine with artificial general intelligence in the next 20 years?,6,2018-10-18,1400.0,2,0
224,268,https://www.quora.com/How-is-Mark-Zuckerberg-richer-than-Google-founders-Larry-Page-and-Sergey-Brin,How is Mark Zuckerberg richer than Google founders Larry Page and Sergey Brin?,6,2021-10-03,17700.0,3,0
225,363,https://www.quora.com/Microsoft-vs-Facebook,Microsoft vs Facebook?,6,2020-07-12,9900.0,3,0
226,389,https://www.quora.com/Who-pays-the-most-Apple-Amazon-Facebook-or-Google,"Who pays the most Apple, Amazon, Facebook or Google?",6,2020-09-13,10700.0,3,0
227,151,https://www.quora.com/Why-are-certain-people-so-agitated-that-God-is-voiced-by-a-woman-in-the-Amazon-Prime-series-Good-Omens-How-does-this-mock-Gods-wisdom-as-their-protest-claims,"Why are certain people so agitated that God is voiced by a woman in the Amazon Prime series ""Good Omens""? How does this ""mock God's wisdom"" as their protest claims?",6,2019-06-28,1300.0,4,0
228,420,https://www.quora.com/Beyond-the-obvious-Facebook-Apple-Netflix-and-Google-FANG-which-are-the-first-tier-companies-in-Silicon-Valley,"Beyond the obvious Facebook, Apple, Netflix, and Google (FANG), which are the first tier companies in Silicon Valley?",6,2017-05-05,22000.0,4,0
229,114,https://www.quora.com/Where-should-I-look-to-get-free-cardboard-boxes,Where should I look to get free cardboard boxes?,6,2016-10-29,4200.0,5,0
230,172,https://www.quora.com/Was-Terry-Pratchett-an-atheist,Was Terry Pratchett an atheist?,6,2022-02-05,16600.0,5,0
231,399,https://www.quora.com/Do-people-from-Google-leave-to-join-Amazon,Do people from Google leave to join Amazon?,6,2020-10-17,79800.0,5,0
232,438,https://www.quora.com/Is-it-better-to-work-for-startups-or-big-tech-companies,Is it better to work for startups or big tech companies?,6,2020-11-28,24400.0,5,0
233,464,https://www.quora.com/What-are-the-best-Microsoft-Prime-or-Passport-benefits,What are the best Microsoft Prime (or Passport) benefits?,6,2021-07-31,20700.0,5,0
234,85,https://www.quora.com/Will-Amazon-ship-to-a-PO-Box-in-the-United-States,Will Amazon ship to a PO Box in the United States?,6,2018-12-09,27500.0,6,0
235,618,https://www.quora.com/Will-Google-dominate-AI-market,Will Google dominate AI market?,6,2016-07-05,2900.0,6,0
236,98,https://www.quora.com/My-legally-married-wife-opened-a-PO-box-behind-my-back-I-saw-her-at-the-post-office-opening-it-but-I-dont-know-the-PO-box-number-How-can-I-get-info-on-the-PO-box,"My legally married wife opened a PO box behind my back. I saw her at the post office opening it , but I don't know the PO box number? How can I get info on the PO box?",6,2022-01-11,13500.0,7,0
237,558,https://www.quora.com/What-is-cloud-computing-with-an-example,What is cloud computing with an example?,6,2022-02-11,8800.0,17,5
238,154,https://www.quora.com/Why-did-Netflix-cancel-Good-Omens,Why did Netflix cancel Good Omens?,6,2020-03-15,191000.0,23,0
239,60,https://www.quora.com/Should-Amazon-withdraw-their-adaptation-of-Neil-Gaiman-and-Terry-Pratchetts-Good-Omens-because-a-minority-group-dont-like-it,"Should Amazon withdraw their adaptation of Neil Gaiman and Terry Pratchett's ""Good Omens"" because a minority group don't like it?",6,2019-07-15,27800.0,43,0
240,276,https://www.quora.com/unanswered/Why-did-MacKenzie-Bezos-divorce-Amazon-founder-Jeff-Bezos,Why did MacKenzie Bezos divorce Amazon founder Jeff Bezos?,5,2020-03-01,610.0,0,0
241,292,https://www.quora.com/unanswered/What-is-the-history-of-Jeff-bezos-and-MacKenzie-Why-are-the-getting-divorced-and-how-will-they-split-their-wealth,What is the history of Jeff bezos and MacKenzie? Why are the getting divorced and how will they split their wealth?,5,2019-01-10,477.0,0,0
242,402,https://www.quora.com/unanswered/Why-do-some-people-leave-Amazon-for-Google,Why do some people leave Amazon for Google?,5,2018-06-06,2500.0,0,0
243,405,https://www.quora.com/unanswered/What-is-the-salary-for-every-position-at-Apple,What is the salary for every position at Apple?,5,2021-05-27,3400.0,0,0
244,415,https://www.quora.com/unanswered/What-are-the-hireability-differences-of-people-who-have-worked-at-Apple-vs-Google,What are the hireability differences of people who have worked at Apple vs Google?,5,2018-05-21,1400.0,0,0
245,447,https://www.quora.com/unanswered/WHICH-are-the-TIER-1-companies,WHICH are the TIER 1 companies?,5,2020-04-07,3800.0,0,0
246,620,https://www.quora.com/unanswered/How-does-Google-integrate-artificial-intelligence,How does Google integrate artificial intelligence?,5,2019-12-01,387.0,0,0
247,185,https://www.quora.com/What-makes-Neil-Gaimans-writing-different-from-other-authors,What makes Neil Gaiman's writing different from other authors?,5,2020-03-03,3000.0,1,0
248,189,https://www.quora.com/Who-is-more-popular-Elon-Musk-or-Jeff-Bezos,"Who is more popular, Elon Musk or Jeff Bezos?",5,2020-05-18,1300.0,1,0
249,317,https://www.quora.com/Why-did-Jeff-Bezos-have-an-affair-with-Lauren-Sanchez,Why did Jeff Bezos have an affair with Lauren Sanchez?,5,2022-07-29,51600.0,1,0
250,355,https://www.quora.com/Could-Jeff-Bezos-divorce-cause-the-downfall-of-Amazon,Could Jeff Bezos’ divorce cause the downfall of Amazon?,5,2019-01-13,797.0,1,0
251,501,https://www.quora.com/What-is-the-salary-of-a-Cisco-engineer,What is the salary of a Cisco engineer?,5,2019-07-24,8400.0,1,0
252,509,https://www.quora.com/Will-Ciscos-layoff-affect-my-chance-to-obtain-return-offer,Will Cisco's layoff affect my chance to obtain return offer?,5,2020-07-28,1100.0,1,0
253,510,https://www.quora.com/Why-do-people-not-like-working-at-Cisco,Why do people not like working at Cisco?,5,2018-06-29,14500.0,1,0
254,157,https://www.quora.com/What-is-something-you-noticed-in-Good-Omens-that-you-believe-others-have-missed,What is something you noticed in Good Omens that you believe others have missed?,5,2021-10-23,14500.0,2,0
255,597,https://www.quora.com/What-are-the-Eye-Catching-examples-of-artificial-intelligence,What are the Eye-Catching examples of artificial intelligence?,5,2019-03-08,2100.0,3,0
256,171,https://www.quora.com/What-are-some-of-your-favorite-lines-from-Good-Omens-by-Neil-Gaiman-and-Terry-Pratchett,What are some of your favorite lines from Good Omens by Neil Gaiman and Terry Pratchett?,5,2018-12-08,1700.0,4,0
257,544,https://www.quora.com/In-which-aspects-Machine-Learning-Artificial-intelligence-will-change-Heavy-Manufacturing-such-as-Oil-Gas-industry,In which aspects Machine Learning & Artificial intelligence will change Heavy Manufacturing such as Oil & Gas industry? ,5,2020-02-20,1600.0,4,0
258,633,https://www.quora.com/What-if-someone-created-Artificial-General-Intelligence-What-impact-would-it-have-on-us-Will-the-AGI-make-Google-look-like-Childs-Play,"What if someone created Artificial General Intelligence? What impact would it have on us? Will the AGI make Google look like ""Child's Play""?",5,2015-11-28,1400.0,4,0
259,513,https://www.quora.com/Are-Cisco-executives-happy-laying-off-people,Are Cisco executives happy laying off people?,5,2016-08-29,7200.0,6,0
260,146,https://www.quora.com/How-would-you-rank-the-Wheel-of-Time-books-and-why,"How would you rank the Wheel of Time books, and why?",5,2019-05-07,29400.0,7,0
261,494,https://www.quora.com/Who-is-more-powerful-in-influence-Disney-Facebook-Amazon-Microsoft-Apple-or-Google,"Who is more powerful in influence: Disney, Facebook, Amazon, Microsoft, Apple or Google?",5,2018-09-04,4300.0,7,0
262,199,https://www.quora.com/Who-is-worse-Jeff-Bezos-or-Elon-Musk-and-why,"Who is worse, Jeff Bezos or Elon Musk and why?",5,2021-06-13,5400.0,11,0
263,234,https://www.quora.com/unanswered/Is-Bill-Gates-owner-of-Google,Is Bill Gates owner of Google?,4,2020-11-21,1200.0,0,2
264,236,https://www.quora.com/unanswered/Does-Sergey-Brin-still-work-for-Google,Does Sergey Brin still work for Google?,4,2018-01-03,2200.0,0,0
265,252,https://www.quora.com/unanswered/Why-has-Sergey-Brin-left-Google,Why has Sergey Brin left Google?,4,2019-12-10,851.0,0,0
266,293,https://www.quora.com/unanswered/Jeff-Bezos-and-his-wife-are-divorcing-even-they-always-felt-lucky-to-find-each-other-What-has-been-changed-in-their-marriage-based-on-your-views,Jeff Bezos and his wife are divorcing even they always felt lucky to find each other. What has been changed in their marriage based on your views?,4,2019-01-10,776.0,0,0
267,300,https://www.quora.com/unanswered/Will-Jeff-Bezos-wife-get-half-of-Jeff-Bezos-assets-and-therefore-35-billion-dollars-for-their-divorce,Will Jeff Bezos’ wife get half of Jeff Bezos’ assets and therefore 35 billion dollars for their divorce?,4,2019-01-09,533.0,0,0
268,312,https://www.quora.com/unanswered/In-the-Jeff-Bezos-divorce-why-did-his-wife-not-get-half-of-his-Amazon-stock,"In the Jeff Bezos divorce, why did his wife not get half of his Amazon stock?",4,2019-04-06,298.0,0,0
269,407,https://www.quora.com/unanswered/What-are-similarities-and-differences-between-the-cultures-at-Apple-and-Google,What are similarities and differences between the cultures at Apple and Google?,4,2017-12-25,434.0,0,0
270,473,https://www.quora.com/unanswered/How-does-it-feel-working-at-Microsoft-India,How does it feel working at Microsoft India?,4,2020-11-23,12600.0,0,0
271,499,https://www.quora.com/unanswered/How-often-does-Cisco-give-their-employees-salary-increases,How often does Cisco give their employees salary increases?,4,2022-01-15,532.0,0,0
272,161,https://www.quora.com/What-would-be-an-example-of-a-good-omen-in-your-life,What would be an example of a good omen in your life?,4,2021-03-01,1300.0,1,0
273,208,https://www.quora.com/Why-is-Elon-Musk-upset-with-Amazon-and-Jeff-Bezos,Why is Elon Musk upset with Amazon and Jeff Bezos?,4,2020-06-07,1500.0,1,0
274,535,https://www.quora.com/Where-do-you-see-Google-Amazon-and-Microsoft-5-years-from-now-in-the-oil-and-gas-business-because-of-artificial-intelligence-projects,"Where do you see Google, Amazon, and Microsoft 5 years from now in the oil and gas business because of artificial intelligence projects?",4,2020-01-06,754.0,1,0
275,224,https://www.quora.com/Why-is-Larry-Page-not-as-famous-as-Mark-Zuckerberg,Why is Larry Page not as famous as Mark Zuckerberg?,4,2019-11-12,1900.0,2,0
276,470,https://www.quora.com/Is-working-at-Microsoft-good-for-your-career,Is working at Microsoft good for your career?,4,2019-03-29,7000.0,2,0
